rank,listed_at,type,title,year,trakt_id,imdb_id,tmdb_id,tvdb_id,url,released,runtime,season_number,season_trakt_id,season_tmdb_id,season_tvdb_id,episode_number,episode_title,episode_released,episode_trakt_id,episode_imdb_id,episode_tmdb_id,episode_tvdb_id,genres
60,2019-07-09T05:14:55Z,movie,Sleeping Beauty,1959,6039,tt0053285,10882,,https://trakt.tv/movies/sleeping-beauty-1959,1959-01-29,75,,,,,,,,,,,,"animation,fantasy,romance,family,musical"
61,2019-07-09T05:14:54Z,movie,One Hundred and One Dalmatians,1961,7132,tt0055254,12230,,https://trakt.tv/movies/one-hundred-and-one-dalmatians-1961,1961-01-25,79,,,,,,,,,,,,"animation,adventure,comedy,family"
62,2019-07-09T05:14:58Z,movie,The Sword in the Stone,1963,4527,tt0057546,9078,,https://trakt.tv/movies/the-sword-in-the-stone-1963,1963-12-25,79,,,,,,,,,,,,"animation,family"
63,2019-07-09T05:08:03Z,movie,Robin Hood,1973,6904,tt0070608,11886,,https://trakt.tv/movies/robin-hood-1973,1973-11-08,83,,,,,,,,,,,,"animation,family"
64,2019-07-09T05:15:12Z,movie,Toy Story,1995,705,tt0114709,862,,https://trakt.tv/movies/toy-story-1995,1995-11-22,81,,,,,,,,,,,,"animation,comedy,family"
65,2019-07-09T05:15:07Z,movie,Treasure Planet,2002,4472,tt0133240,9016,,https://trakt.tv/movies/treasure-planet-2002,2002-11-27,95,,,,,,,,,,,,"adventure,animation,fantasy,science-fiction,family"
66,2019-07-09T05:15:07Z,movie,The Hunchback of Notre Dame,1996,5723,tt0116583,10545,,https://trakt.tv/movies/the-hunchback-of-notre-dame-1996,1996-06-21,91,,,,,,,,,,,,"animation,family,drama,musical"
67,2019-07-09T05:08:13Z,movie,Cars,2006,762,tt0317219,920,,https://trakt.tv/movies/cars-2006,2006-06-09,117,,,,,,,,,,,,"adventure,animation,comedy,family"
68,2019-07-09T05:15:11Z,movie,WALL·E,2008,5853,tt0910970,10681,,https://trakt.tv/movies/wall-e-2008,2008-06-22,98,,,,,,,,,,,,"animation,family,science-fiction"
69,2019-07-09T05:15:15Z,movie,Bolt,2008,7609,tt0397892,13053,,https://trakt.tv/movies/bolt-2008,2008-11-21,98,,,,,,,,,,,,"adventure,animation,comedy,family"
70,2019-07-09T05:15:16Z,movie,A Christmas Carol,2009,10996,tt1067106,17979,,https://trakt.tv/movies/a-christmas-carol-2009,2009-11-06,96,,,,,,,,,,,,"animation,family,holiday"
71,2019-07-09T05:15:24Z,movie,Up,2009,8476,tt1049413,14160,,https://trakt.tv/movies/up-2009,2009-05-28,96,,,,,,,,,,,,"adventure,animation,comedy,family"
72,2019-07-09T05:15:26Z,movie,Brave,2012,44653,tt1217209,62177,,https://trakt.tv/movies/brave-2012,2012-06-22,93,,,,,,,,,,,,"action,adventure,animation,comedy,fantasy,family"
73,2019-07-09T05:14:25Z,movie,Kill Bill: Vol. 1,2003,19,tt0266697,24,,https://trakt.tv/movies/kill-bill-vol-1-2003,2003-10-10,111,,,,,,,,,,,,"action,crime"
74,2019-07-09T05:14:27Z,movie,Kill Bill: Vol. 2,2004,313,tt0378194,393,,https://trakt.tv/movies/kill-bill-vol-2-2004,2004-04-16,136,,,,,,,,,,,,"action,crime,thriller"
75,2019-07-09T05:14:44Z,movie,The League of Extraordinary Gentlemen,2003,4277,tt0311429,8698,,https://trakt.tv/movies/the-league-of-extraordinary-gentlemen-2003,2003-07-11,110,,,,,,,,,,,,"action,fantasy,science-fiction,thriller,superhero"
76,2019-07-09T05:15:00Z,movie,The Monkey King 2,2016,225631,tt4591310,381902,,https://trakt.tv/movies/the-monkey-king-2-2016,2016-02-08,120,,,,,,,,,,,,"fantasy,action,adventure"
77,2019-07-09T05:15:01Z,movie,The Monkey King 3,2018,283868,tt6466464,437543,,https://trakt.tv/movies/the-monkey-king-3-2018,2018-02-16,114,,,,,,,,,,,,"action,adventure,fantasy"
78,2019-07-09T05:16:18Z,movie,The Monkey King: The Legend Begins,2016,310083,tt5686846,457999,,https://trakt.tv/movies/the-monkey-king-the-legend-begins-2016-11-30,2016-11-30,90,,,,,,,,,,,,""
79,2019-07-09T05:15:23Z,movie,The Man with the Iron Fists,2012,70784,tt1258972,97430,,https://trakt.tv/movies/the-man-with-the-iron-fists-2012,2012-11-02,96,,,,,,,,,,,,action
80,2019-07-09T05:16:41Z,movie,The Man with the Iron Fists 2,2015,202166,tt3625152,321494,,https://trakt.tv/movies/the-man-with-the-iron-fists-2-2015,2015-04-14,90,,,,,,,,,,,,action
81,2019-07-09T05:16:59Z,movie,The Forbidden Kingdom,2008,1159,tt0865556,1729,,https://trakt.tv/movies/the-forbidden-kingdom-2008,2008-04-18,104,,,,,,,,,,,,"action,adventure,fantasy"
82,2019-07-09T05:17:27Z,movie,Pulp Fiction,1994,554,tt0110912,680,,https://trakt.tv/movies/pulp-fiction-1994,1994-10-14,154,,,,,,,,,,,,"crime,thriller"
83,2019-07-09T05:17:41Z,movie,Reservoir Dogs,1992,392,tt0105236,500,,https://trakt.tv/movies/reservoir-dogs-1992,1992-09-02,99,,,,,,,,,,,,"crime,thriller"
84,2019-07-09T05:18:07Z,movie,Schindler's List,1993,336,tt0108052,424,,https://trakt.tv/movies/schindler-s-list-1993,1994-02-04,195,,,,,,,,,,,,"drama,history,war"
85,2019-07-09T05:11:18Z,movie,It's a Wonderful Life,1946,1040,tt0038650,1585,,https://trakt.tv/movies/it-s-a-wonderful-life-1946,1947-01-07,130,,,,,,,,,,,,"drama,fantasy,family,holiday"
86,2019-07-09T05:18:31Z,movie,Forrest Gump,1994,9,tt0109830,13,,https://trakt.tv/movies/forrest-gump-1994,1994-07-06,142,,,,,,,,,,,,"comedy,drama,romance"
87,2019-07-09T05:11:51Z,movie,47 Ronin,2013,46732,tt1335975,64686,,https://trakt.tv/movies/47-ronin-2013,2013-12-25,119,,,,,,,,,,,,"action,adventure,fantasy,drama"
88,2019-07-09T05:17:38Z,movie,V for Vendetta,2006,595,tt0434409,752,,https://trakt.tv/movies/v-for-vendetta-2006,2006-03-17,132,,,,,,,,,,,,"action,fantasy,thriller"
